punbienpsico,punsatvida,punbienespir,punbiensoc,nivsoled,rpsoptimis,rpsinterotros,rpsresolprob,rpssentbien,rpssentcercan,punrecpsic_category
0.4609271634386387,0.5143487581034033,0.5218543268772773,0.4609271634386387,0.3333333333,0.2781456731227226,0.8,0.434437019368168,0.8,0.2,0
0.3798344188224328,0.6001379842947497,0.3798344188224328,0.7596688376448657,1.0,0.7193376752897314,0.8,0.8,0.8,0.2,0
0.2,0.4786554446613487,0.3371932667916865,0.525613466416627,1.0,0.8,0.2,0.325613466416627,0.548773067166746,0.8,0
0.4451696819231683,0.8172322730955043,0.4451696819231683,0.6644909542304952,0.483898939740674,0.4,0.4,0.4,0.1806787276926731,0.4,0
0.3397381390485317,0.6997817825605304,0.5205237219029367,0.2602618609514683,1.0,0.0794762780970633,0.8,0.2794762780970633,0.5589525561941266,0.8,0
0.9719776084074112,0.8177653379770113,0.3373631887901182,0.9,0.6666666667,0.8,0.2186815943950591,0.1813184056049409,0.5626368112098817,0.0186815943950591,0
0.4,0.6666666667,0.4882144316501567,0.4441072158250784,0.8136907194355588,0.2,0.8,0.2,0.8,0.8,0
0.0804390726955485,0.5344310150388712,0.6413172180866454,0.3195609273044515,1.0,0.4,0.8,0.8,0.8,0.8,0
0.2373446591546083,0.5677730586584707,0.3373446591546082,0.7626553408453918,1.0,0.8,0.1626553408453917,0.8,0.4746893183092166,0.1626553408453917,0
0.2905963895565733,0.7186546318583791,0.2811927791131467,0.3905963895565734,1.0,0.8,0.4376144417737065,0.8,0.2188072208868532,0.8,0
0.1929987077574705,0.6188903247020325,0.228665805171647,0.3573316103432941,0.3333333333,0.8,0.8,0.8,0.8,0.8,0
0.1485036230421165,0.5833333333,0.2727554345631748,0.4485036230421165,1.0,0.8,0.1514963769578834,0.2,0.4,0.2,0
0.1723558309416604,0.2818507044246522,0.1276441690583396,0.6170674928249812,1.0,0.8,0.0552883381166792,0.2,0.4,0.2,0
0.193704730565654,0.6146084830420028,0.2,0.3561745509427567,1.0,0.2624698203771027,0.2,0.8,0.8,0.2,0
0.5714650684655153,0.8333333333,0.6357325342327576,0.6357325342327576,0.3333333333,0.0714650684655152,0.3429301369310306,0.4143952053965458,0.0714650684655152,0.6714650684655152,0
0.2195840812586919,0.5326401354376812,0.7608318374826163,0.1391681625173838,0.4638938750311406,0.2,0.8,0.8,0.8,0.3608318374826162,0
0.2206084139152931,0.517173678266179,0.7587831721694138,0.1309126208729397,0.3333333333,0.2206084139152931,0.8,0.8,0.8,0.3793915860847069,0
0.1,0.3333333333,0.1520190523251554,0.2,1.0,0.8,0.2,0.3040381046503109,0.6080762093006218,0.8,0
0.4895205880640434,0.4253995099317104,0.3342808820960651,0.6552397059679783,1.0,0.3104794119359566,0.2,0.8,0.8,0.2,0
0.2115640383858402,0.3894550479823003,0.1442179808070798,0.3442179808070799,1.0,0.8,0.8,0.8,0.8,0.8,0
0.2332068626832391,0.9446552288668026,0.4,0.7667931373167609,0.3333333333,0.3667931373167609,0.4,0.3667931373167609,0.4664137253664782,0.2,0
0.2226946277278352,0.2632983820402059,0.2840419415917529,0.3386526861360823,1.0,0.8,0.2,0.2,0.4,0.2,0
0.4636899263365989,0.4925581491414974,0.136310073663401,0.7273798526731979,0.3333333333,0.8,0.2,0.5452402946536042,0.8,0.6547597053463958,0
0.2,0.5661977234676241,0.3897186340964619,0.4205627318070762,1.0,0.8,0.2,0.2205627318070762,0.7588745363858476,0.8,0
0.1,0.2088802183694215,0.1,0.4,1.0,0.4675416826710745,0.3662291586644628,0.2,0.7324583173289256,0.0337708413355372,0
1.0,1.0,1.0,1.0,0.6666666667,1.0,0.507051103865441,1.0,1.0,0.3042306623192646,0
0.1,0.366823947546041,0.1598112629369018,0.1598112629369018,1.0,0.4,0.2392450517476072,0.2,0.4,0.4,0
0.1,0.1666666667,0.1,0.2100150805359144,1.0,0.8,0.0066767203572762,0.8,0.4,0.3866465592854475,0
0.6818465623780701,0.6969744270842219,0.7817841251463159,0.6454772499024561,0.3333333333,0.727261375048772,0.2,0.8,0.1272613750487719,0.1272613750487719,0
0.2732635234700832,0.4777196029006482,0.1,0.3,1.0,0.8,0.8,0.8,0.6930540938803331,0.8,0
0.3,0.6816352077399315,0.3820377507448973,0.4640755014897946,1.0,0.8,0.0,0.8,0.7281510029795893,0.2359244985102053,0
0.2686838005182718,0.4166666667,0.2313161994817282,0.6,1.0,0.8,0.3373676010365435,0.2626323989634564,0.2626323989634564,0.8,0
0.3,0.6834505606613905,0.3,0.579859327238275,1.0,0.3597186544765502,0.8,0.8,0.7194373089531005,0.2402813455234497,0
0.1032244122896611,0.3333333333,0.2,0.2,1.0,0.8,0.2,0.3935511754206778,0.8,0.8,0
0.4572504255699623,0.6785938386889713,0.3713747872150188,0.6286252127849812,0.3333333333,0.1713747872150188,0.3427495744300377,0.1713747872150188,0.8286252127849812,0.1713747872150188,0
0.576471202368135,0.7401963343239777,0.4,0.576471202368135,0.627452003972382,0.7529424047362699,0.8,0.8,0.8,0.2,0
0.5520539335828919,0.5833333333,0.2821887675401215,0.8520539335828919,0.3333333333,0.8520539335828919,0.1479460664171081,0.2958921328342163,0.8520539335828919,0.8520539335828919,0
0.2,0.4501388198044175,0.3680333167559455,0.3040999502678366,1.0,0.2,0.8,0.2639333664881089,0.8,0.2639333664881089,0
0.5965247968236229,0.420528003562255,0.3,0.796524796823623,1.0,0.2,0.8,0.8,0.2023168021175847,0.4,0
0.9485358983159888,0.8333333333,0.6087846101040677,0.9,0.6666666667,0.9029282033680226,0.0970717966319774,0.0970717966319774,0.6,0.1029282033680225,0
0.1877566101641059,0.5527248587102648,0.2877566101641058,0.2489735593435764,1.0,0.8,0.8,0.2,0.8,0.8,0
0.3549628903945218,0.3645060216644143,0.5824443355917828,0.4274814451972609,1.0,0.8,0.0549628903945218,0.8,0.4,0.8,0
0.3,0.5,0.1323011198386214,0.2676988801613786,1.0,0.8,0.8,0.8,0.8,0.8,0
0.3002921842918338,0.5002434869097642,0.3002921842918338,0.5005843685836677,0.3333333333,0.8,0.8,0.8,0.8,0.7982468942489971,0
0.4,0.2550543855363695,0.5,0.4040435084290956,1.0,0.8,0.1959564915709044,0.8,0.8,0.1959564915709044,0
1.0,1.0,0.8656134018020581,1.0,0.6666666667,1.0,0.7936804108123484,0.3936804108123484,1.0,0.8624536072082323,0
0.0,0.0,0.0,0.0,0.0865509659721392,0.651930579580687,0.6,0.6,0.6,0.6,0
0.3,0.6927615835499763,0.9,0.4373721995350058,1.0,0.6121165986050174,0.2,0.3373721995350058,0.8,0.8,0
0.0372121945840108,0.5833333333,0.4906969513539972,0.5093030486460027,1.0,0.2,0.4,0.0186060972920054,0.2,0.7627878054159891,0
0.7911907522692824,0.7475529867424461,0.2146820795511961,0.7941271681795216,0.3529094393692403,0.0058728318204784,0.0058728318204784,0.0058728318204784,0.9941271681795216,0.0058728318204784,0
0.4531124661335541,0.6961735923179495,0.4531124661335541,0.7822958446221486,0.3333333333,0.3645916892442972,0.4354083107557028,0.4708166215114056,0.0354083107557027,0.4708166215114056,0
0.3580494104632638,0.350812745620957,0.3,0.6160988209265275,1.0,0.8,0.2,0.8,0.8,0.0419505895367362,0
0.3241945747561805,0.6034954789841829,0.551610850487639,0.2862918621342707,0.3333333333,0.3241945747561805,0.8,0.8,0.8,0.2758054252438195,0
0.0,0.0,0.1946914779952346,0.1946914779952346,0.6666666667,0.8053085220047654,0.7946914779952347,0.7946914779952347,0.7946914779952347,0.7946914779952347,0
0.0,0.0,0.0,0.0,0.2245603345852968,0.7347362007444413,0.6,0.6,0.6,0.6,0
0.3296489781283315,0.6666666667,0.6,0.359297956256663,1.0,0.059297956256663,0.8,0.2,0.5185959125133262,0.8,0
0.3,0.506816000028709,0.683641599924555,0.2081792000377225,1.0,0.383641599924555,0.383641599924555,0.8,0.4327168001508899,0.8,0
0.1,0.1851247409124431,0.2778503109362084,0.2,0.407165630182997,0.4,0.1778503109362084,0.8,0.4,0.2221496890637916,0
0.4519164820229263,0.3301391966204421,0.4240417589885368,0.6759582410114632,1.0,0.4961670359541473,0.0,0.2,0.4,0.2,0
0.7023868866694452,0.660699450026387,0.7023868866694452,0.8988065566652774,0.6666666667,0.8,0.3952262266611096,0.0023868866694451,0.2023868866694452,0.2,0
0.3197407978450702,0.2417746675678442,0.5,0.4098703989225351,1.0,0.8,0.0,0.8,0.4394815956901405,0.8,0
0.4348332081293574,0.3623610067643533,0.2696664162587148,0.6,0.3333333333,0.8,0.2,0.5910007512238556,0.8,0.3303335837412852,0
0.2,0.5309898674888154,0.3685939205007268,0.4628121589985464,1.0,0.8,0.2,0.2628121589985464,0.6743756820029072,0.8,0
0.2,0.437860165123049,0.2508643962356633,0.2,1.0,0.8,0.8,0.8,0.8,0.8,0
0.2819255104871461,0.6365425175058853,0.6361489790257078,0.2638510209742922,0.879503403241616,0.2,0.8,0.8,0.8,0.2361489790257077,0
0.2120178086048305,0.5100148405000194,0.4120178086048305,0.2600890430241523,1.0,0.8,0.8,0.8,0.8,0.8,0
0.1525434912545692,0.4646920614364232,0.2525434912545692,0.3898260349817228,1.0,0.8,0.8,0.2,0.8,0.8,0
0.2,0.4370283284240608,0.1244339940786466,0.2244339940786466,0.3333333333,0.8,0.6533960355281203,0.2,0.4,0.3511320118427068,0
0.3887056791588826,0.5188238680722937,0.2,0.6774113583177652,1.0,0.3774113583177653,0.2,0.8,0.7548227166355306,0.2,0
0.3912820532168169,0.6739316223497466,0.4738461596504506,0.4738461596504506,0.3333333333,0.8,0.8,0.2,0.7651282128672676,0.2174358935663662,0
0.1280922552646144,0.2837177302838319,0.1561845105292288,0.2719077447353855,1.0,0.8,0.9438154894707712,0.2,0.8,0.8,0
0.3420118727847725,0.4649901060266935,0.3,0.584023745569545,1.0,0.8,0.8,0.2,0.56804749113909,0.2,0
0.190535987427787,0.3333333333,0.2,0.2094640125722129,1.0,0.8,0.181071974855574,0.2,0.8,0.8,0
0.4,0.5216940582640921,0.4,0.5041314797092946,1.0,0.5041314797092946,0.8,0.8,0.8,0.2,0
0.4808739582085413,0.5992717014722996,0.5617479164170827,0.4808739582085413,0.9362465273681798,0.2,0.8,0.2,0.8,0.8,0
0.1613777418815699,0.4678147849141823,0.1613777418815699,0.3772445162368602,0.3333333333,0.8,0.4317335487105805,0.2,0.4,0.1227554837631398,0
0.1871010908796318,0.4314606060137499,0.2564494545601841,0.5,1.0,0.3128989091203681,0.2,0.8,0.4,0.3128989091203681,0
0.2577249730768613,0.6314374775692011,0.3577249730768613,0.6268250807694161,1.0,0.8,0.0845500538462774,0.8,0.6308998923074453,0.2,0
0.5,0.4384942397463925,0.1523861753322965,0.5,1.0,0.2,0.2,0.8,0.3571585259968897,0.8,0
0.3612391762007582,0.3494836765626044,0.3,0.6224783524015163,1.0,0.8,0.2,0.8,0.8,0.0387608237992418,0
0.4687474652813448,0.5572895543782049,0.5374949305626897,0.4843737326406724,1.0,0.2,0.8,0.2,0.8,0.8,0
0.1253974874572024,0.2089958124450724,0.1253974874572024,0.1253974874572024,1.0,0.8,0.3492050250855951,0.2,0.5015899498288099,0.8,0
0.4937768800165285,0.4192596333587426,0.5968884400082642,0.5968884400082642,0.3333333333,0.8,0.1937768800165284,0.8,0.8,0.8,0
0.4739294735164773,0.2752938603639641,0.4739294735164773,0.5260705264835227,1.0,0.3478589470329546,0.4,0.3478589470329546,0.3478589470329546,0.4,0
0.1212687452511549,0.5390234473671836,0.2212687452511549,0.3893656273744225,1.0,0.8,0.2,0.2,0.4,0.2,0
0.2,0.6049731961938253,0.8,0.1629839177225935,0.3333333333,0.3889517531677806,0.7370160822774064,0.8,0.8,0.3370160822774065,0
0.1011451402373041,0.83269714427953,0.1011451402373041,0.4996182865875653,0.3333333333,0.7984731463502612,0.8,0.8,0.4015268536497389,0.0007634268248694,0
0.4,0.6666666667,0.536333896480324,0.468166948240162,0.8938898274778178,0.2,0.8,0.2,0.8,0.8,0
0.4832867988528779,0.4027389990662561,0.3665735977057557,0.6,0.3333333333,0.8,0.2,0.3002792068827328,0.8,0.2334264022942442,0
0.3689435180616683,0.5028460642770854,0.2,0.4,1.0,0.2,0.7310564819383316,0.2,0.8,0.8,0
0.4983485234335678,0.665978551463436,0.7975227851503517,0.3016514765664322,1.0,0.8,0.0,0.2,0.8,0.2,0
0.3927329128389984,0.268167717902504,0.2,0.5709316513559934,0.3333333333,0.8,0.8,0.8,0.8,0.8,0
0.2922921988048539,0.4935768323399475,0.107707801195146,0.2922921988048539,1.0,0.8,0.8,0.8,0.8,0.8,0
0.4659619907333325,0.5017616898666687,0.531923981466665,0.4659619907333325,0.3333333333,0.268076018533335,0.8,0.4042280556000049,0.8,0.2,0
0.433193257125671,0.4278011238412677,0.4133613485748658,0.5866386514251342,0.3333333333,0.7465546057005369,0.1732773028502684,0.2,0.8,0.2,0
0.4215529868791332,0.5653725109079067,0.6137880524834672,0.2646589606373996,1.0,0.2,0.0431059737582663,0.8,0.4862119475165327,0.8,0
0.2,0.4699685150178169,0.1639622180069652,0.2639622180069652,0.3333333333,0.8,0.4162266919582086,0.2,0.4,0.2720755639860695,0
0.1068505406626979,0.5833333333,0.679448378011906,0.3205516219880938,1.0,0.3862989186746041,0.8,0.8,0.8,0.8,0
0.3,0.3771925485685867,0.223684470874111,0.3,1.0,0.4,0.8,0.2473689417482221,0.8,0.8,0
0.2408306342759451,0.6666666667,0.2408306342759451,0.2816612685518902,1.0,0.2,0.2,0.2,0.8,0.3183387314481098,0
0.2518497466121685,0.2268544834347893,0.3277746199182528,0.3240751266939157,1.0,0.8,0.2,0.2,0.4,0.2,0
0.1903607844346795,0.4086339870558068,0.1,0.2096392155653205,0.3333333333,0.8,0.8,0.2,0.438556862261282,0.438556862261282,0
0.1767236852898711,0.5251425465246778,0.3534473705797423,0.3534473705797423,1.0,0.8,0.2,0.2465526294202577,0.8,0.8,0
0.7385207939320098,0.1666666667,0.7385207939320098,0.6385207939320097,0.6666666667,0.4770415878640195,0.3229584121359805,0.3614792060679903,0.4,0.3614792060679903,0
0.1,0.3333333333,0.1059093890078253,0.5763624439686986,0.686364630057448,0.4,0.4,0.3881812219843493,0.4,0.4,0
0.9696542164540742,0.9831412313600028,0.9898847388180247,0.9,0.3333333333,0.1011526118197526,1.0,0.0,0.0202305223639505,0.0,0
0.2349231452441252,0.4669228491645568,0.3698462904882505,0.2698462904882505,1.0,0.8,0.1301537095117494,0.8,0.660307419023499,0.8,0
0.2748453448276703,0.656185560369811,0.2251546551723297,0.4622680172415054,1.0,0.2,0.2,0.8,0.3748453448276703,0.2,0
0.2,0.333349033263061,0.4999623200886836,0.3000565198669745,1.0,0.8,0.2,0.7999246401773673,0.4,0.8,0
0.1,0.4859099108093033,0.1830918929644007,0.5154594648220037,1.0,0.8,0.8,0.732367571857603,0.2338162140711985,0.8,0
0.4610240612573508,0.6482932312174073,0.2559037549705968,0.6051203062867541,0.3333333333,0.8,0.2,0.3220481225147016,0.8,0.8,0
0.2379502903374718,0.3247928764141659,0.3138508710124156,0.3,1.0,0.2,0.3240994193250563,0.8,0.8,0.8,0
0.3773269617076489,0.5377883971614761,0.4453460765847021,0.3773269617076489,1.0,0.3546539234152979,0.8,0.8,0.8,0.2,0
0.4236776120265599,0.5712636817332,0.2,0.4,1.0,0.2,0.67632238797344,0.2,0.8,0.8,0
0.2386546136000764,0.8844544886999363,0.1128848712000255,0.4,1.0,0.0257697424000509,0.2515394848001019,0.2,0.8,0.8,0
0.1825522258532052,0.4510634274584101,0.1412761129266026,0.3761716612201922,0.3333333333,0.5651044517064104,0.8,0.8,0.8,0.8,0
0.2197645670840736,0.4331371392634731,0.2,0.2,1.0,0.8,0.8,0.8,0.8,0.8,0
0.3,0.383720807038875,0.4520929936896649,0.4562789810689946,1.0,0.8,0.0958140126206702,0.2,0.4,0.2,0
0.203600017789043,0.5,0.3018000088945214,0.203600017789043,1.0,0.792799964421914,0.8,0.8,0.8,0.2,0
0.5,0.6666666667,0.9157111916841504,0.5,0.6142960277002131,0.8,0.2,0.8,0.2842888083158495,0.4528664249475485,0
0.1,0.5788041639533377,0.1972824983909156,0.4,1.0,0.8,0.2,0.2,0.4,0.2,0
0.1033756589293201,0.427918863129942,0.6135026357172807,0.8067513178586404,1.0,0.3932486821413596,0.220253953575921,0.4135026357172807,0.4,0.1932486821413596,0
0.5127453959422869,0.8120910067380188,0.7,0.5127453959422869,0.7091513198367079,0.0254907918845737,0.0254907918845737,0.0254907918845737,0.0254907918845737,0.5490184162308523,0
0.2,0.5243593061293714,0.3707688326330619,0.2,1.0,0.8,0.6246129957983713,0.8,0.8,0.8,0
0.1972776322892085,0.4977313602419146,0.1972776322892085,0.3054447354215828,0.3333333333,0.8,0.2163342062647484,0.2,0.4,0.1945552645784171,0
0.3826039051666572,0.3623268246947033,0.2521882845000284,0.5826039051666572,0.3333333333,0.8,0.1652078103333144,0.8,0.8,0.4695843793333712,0
0.3097946125378611,0.3414955104815509,0.0300684624873796,0.3,1.0,0.8,1.0,0.2,0.5202738499495185,0.8,0
0.5,0.8600898483885568,0.5,0.6678921819001533,0.9464869698389402,0.0642156361996932,0.5678921819001533,0.2321078180998466,0.2321078180998466,0.2321078180998466,0
0.4963597386521255,0.6621163400151568,0.2,0.4,1.0,0.2,0.6036402613478744,0.2,0.8,0.8,0
0.8106722486267648,0.7184453747837493,0.6271933016478823,0.7485377989014118,0.3333333333,0.6757311005492941,0.2,0.8,0.075731100549294,0.075731100549294,0
0.632244557951202,0.8431974678235272,0.3677554420487979,0.8559184806829326,0.3333333333,0.0,0.0,0.0,0.5526521545365388,0.1118369613658653,0
0.3,0.5,0.2628238110463281,0.3884714331389844,0.3333333333,0.8,0.8,0.8,0.8,0.8,0
1.0,1.0,1.0,1.0,0.5108919622560301,1.0,0.786929645295378,0.786929645295378,1.0,1.0,0
0.2364910894090281,0.5304092411620264,0.4364910894090281,0.3824554470451406,1.0,0.8,0.8,0.8,0.8,0.8,0
0.1550157792027441,0.2958464826506148,0.2,0.2899684415945118,1.0,0.8,0.8,0.8,0.8,0.8,0
0.5,0.9635928028455008,0.5,0.5436886365766614,0.7394810609871543,0.3126227268466772,0.4436886365766614,0.3563113634233386,0.3563113634233386,0.3563113634233386,0
0.2360741679535027,0.5733127310947019,0.3879752773488324,0.3879752773488324,1.0,0.8,0.2,0.1759505546976648,0.8,0.8,0
0.1,0.4829147661169349,0.2,0.5863318128935479,1.0,0.8,0.8,0.8,0.2410045613193562,0.8,0
0.07899473512596,0.7455614053910439,0.12633157837532,0.12633157837532,0.3333333333,0.8,0.8,0.8,0.8,0.8,0
0.676938217832133,0.4128230363356139,0.2,0.2,1.0,0.8,0.8,0.8,0.8,0.8,0
0.4567170779919385,0.5721382033611967,0.3865658440161229,0.4432829220080614,0.3333333333,0.8,0.8,0.0865658440161228,0.8,0.5403024679516314,0
0.3,0.3806380744800476,0.8580857764882399,0.356765689404704,0.3333333333,0.8,0.1432343105952959,0.8,0.8,0.8,0
0.2,0.3625775319580101,0.2350930383825935,0.2,1.0,0.8,0.8,0.8,0.8,0.8,0
0.1,0.3271465938867758,0.1,0.2,1.0,0.4,0.0296963491953545,0.7703036508046455,0.4,0.4,0
0.0452702988682971,0.5,0.4773648505658514,0.4773648505658514,0.4087838314289187,0.3547297011317028,0.0452702988682971,0.1547297011317028,0.8,0.1547297011317028,0
0.1,0.3717076912060325,0.1269753852909854,0.2539507705819708,1.0,0.8,0.8,0.8,0.8,0.8,0
0.2401191703616508,0.5833333333,0.4401191703616509,0.4604766814466034,1.0,0.8,0.8,0.8,0.8,0.8,0
0.3,0.6505438488877081,0.5677543643754162,0.2871017457501665,1.0,0.2,0.8,0.8,0.8,0.2128982542498335,0
1.0,1.0,1.0,1.0,0.6666666667,1.0,0.6491042171351198,0.6491042171351198,1.0,0.9508957828648802,0
0.5,0.2397718135729395,0.4122738237173821,0.6754523525652358,1.0,0.4,0.0490952948695281,0.2245476474347641,0.4,0.2245476474347641,0
0.5008775988372678,0.7224659996880325,0.3669591996124226,0.6,0.776802667980911,0.6678367984496905,0.8,0.8,0.8,0.2,0
0.5297970783252176,0.3882995130648425,0.2,0.2,1.0,0.8,0.8,0.8,0.8,0.8,0
0.3,0.4990856965295469,0.2010971641649826,0.2010971641649826,0.3333333333,0.8,0.7934170150101045,0.8,0.8,0.8,0
0.4121471485220585,0.6253920572101735,0.3,0.6121471485220585,1.0,0.2,0.8,0.8,0.3252352343186276,0.4,0
0.2,0.7994957968420148,0.1468683479431941,0.3062633041136118,1.0,0.0937366958863881,0.2,0.2,0.8,0.6125266082272237,0
0.1838152183551924,0.3762047125879811,0.2676304367103849,0.2838152183551924,1.0,0.8,0.1676304367103849,0.8,0.7352608734207698,0.2323695632896151,0
0.3714709661642684,0.4166666667,0.2714709661642683,0.5858838646570734,1.0,0.8,0.8,0.2,0.8,0.2,0
0.128754778018907,0.6190985494449752,0.5429182593396357,0.4141634813207286,1.0,0.1141634813207286,0.5716730373585428,0.0858365186792713,0.2858365186792714,0.8,0
0.1267776675488334,0.3333333333,0.2,0.2,1.0,0.8,0.2,0.3464446649023331,0.8,0.8,0
0.5,0.6666666667,0.6054195767056343,0.6578321693177462,0.3333333333,0.8,0.2,0.8,0.6734965079532389,0.2,0
0.3146698691270436,0.595558224291648,0.4,0.5146698691270436,0.475550218116704,0.2,0.3146698691270436,0.1146698691270436,0.8,0.1146698691270436,0
0.2341174929859929,0.469608356691396,0.3682349859719859,0.2682349859719859,1.0,0.8,0.1317650140280141,0.8,0.6635300280560282,0.8,0
0.3,0.6035898542401483,0.4738463750802967,0.2495385500321186,1.0,0.2,0.8,0.8,0.8,0.2504614499678813,0
0.2220225301377315,0.6016854417627913,0.3779774698622685,0.4,1.0,0.2,0.667864819173611,0.2,0.8,0.2,0
0.3,0.5445730094542653,0.3558126855085306,0.2023250742034122,1.0,0.2,0.8,0.8,0.8,0.2976749257965878,0
0.4737565749092827,0.4822752294267933,0.5737565749092827,0.6,0.3333333333,0.6425394494556962,0.2,0.8,0.8,0.8,0
0.794952048495968,0.7457933737483227,0.794952048495968,0.9,0.6666666667,0.894952048495968,0.210095903008064,0.0,0.3899040969919359,0.2,0
0.2967354322454331,0.2554409462586996,0.4934708644908663,0.4065291355091337,1.0,0.8,0.0065291355091337,0.7869417289817326,0.4,0.8,0
0.4131448493679711,0.3661954567199278,0.1868551506320289,0.6262896987359422,0.3333333333,0.8,0.2,0.7474206025281156,0.8,0.4525793974718845,0
0.1,0.255390574457438,0.2870626212969737,0.4805939319454605,1.0,0.4,0.1870626212969737,0.8,0.4,0.4,0
0.1,0.5036812930217981,0.1,0.2,1.0,0.8,0.4176702065116991,0.3911648967441504,0.4176702065116991,0.3911648967441504,0
0.4949716083445454,0.6666666667,0.8025141958277273,0.3050283916554545,1.0,0.8,0.0050283916554545,0.2050283916554545,0.8,0.2150851749663636,0
0.2,0.4745375380210774,0.1694450456130709,0.2694450456130708,0.3333333333,0.8,0.3833297263215747,0.2,0.4,0.2611099087738582,0
0.3835585872576437,0.6940690212678536,0.4,0.6164414127423563,0.3333333333,0.2164414127423563,0.4,0.2164414127423563,0.7671171745152874,0.2,0
0.1,0.3407769516863599,0.1,0.2178646841129721,1.0,0.8,0.2,0.3821353158870279,0.4,0.3821353158870279,0
0.8928866472451086,0.8779638969835759,0.5677833818872287,0.8464433236225544,0.8451889212736334,0.9071133527548916,0.0928866472451085,0.2,0.2786599417353256,0.0,0
0.127504754963403,0.1781269812635005,0.127504754963403,0.2137523774817015,1.0,0.227504754963403,0.8,0.4,0.4550095099268061,0.8,0
0.3659184300210154,0.6666666667,0.4681631399579693,0.3659184300210154,0.5605437998379249,0.2,0.8,0.8,0.8,0.2,0
0.5,0.736264610393264,0.7,0.6,1.0,0.2,0.0329649350693524,0.2,0.8,0.7011051947919428,0
0.365883617688582,0.3210757964878069,0.5,0.4,1.0,0.8,0.2,0.8,0.8,0.2,0
0.1051891679828557,0.4036937467428605,0.1,0.4155675039485673,1.0,0.8,0.1896216640342884,0.2,0.4,0.2,0
0.6109507775430424,0.722021805228803,0.5664261663145636,0.5664261663145636,0.6301640748380337,0.0,1.0,0.2,0.1780984449139152,0.9109507775430424,0
0.3633593208283921,0.6796007546421599,0.3,0.5633593208283921,1.0,0.2,0.8,0.8,0.3577604527810719,0.4,0
0.2,0.4466995365898467,0.1360394438822318,0.2360394438822318,0.3333333333,0.8,0.5837633367066092,0.2,0.4,0.3279211122355364,0
0.2352852724676784,0.4705956062886964,0.1970720912984823,0.2,1.0,0.2,0.2,0.8,0.3352852724676785,0.3352852724676785,0
0.4604919684583884,0.4561021871803769,0.2868306561527961,0.4736613123055923,1.0,0.2,0.2263386876944077,0.8,0.8,0.8,0
0.1,0.4414538882961286,0.2,0.5531631106369028,1.0,0.8,0.8,0.8,0.3405106680892914,0.8,0
0.2786750335154437,0.4822291946033114,0.1,0.3,1.0,0.8,0.8,0.8,0.7147001340617748,0.8,0
0.4,0.5,0.4912298619424349,0.6029233793525217,1.0,0.7883064825899132,0.0058467587050434,0.8,0.8,0.0058467587050434,0
0.5737324357401348,0.4385563035744651,0.4474648714802696,0.5737324357401348,1.0,0.2,0.642394614440809,0.8,0.8,0.8,0
0.272843123524896,0.5,0.2543137529502079,0.2,1.0,0.8,0.8,0.8,0.8,0.8,0
0.0527102867189095,0.6137071386730173,0.1,0.310841146875638,0.3333333333,0.589158853124362,0.8,0.8,0.8,0.8,0
0.2983840312855438,0.5766001303241765,0.4935361251421751,0.6016159687144562,1.0,0.8,0.0,0.2,0.4,0.2,0
1.0,1.0,0.9268958945826472,1.0,0.5770136847399123,1.0,1.0,0.7075835783305884,1.0,1.0,0
0.6186056180731472,0.1666666667,0.6186056180731472,0.5593028090365736,0.8023239698978555,0.4,0.4,0.4,0.4,0.4,0
0.2,0.4166666667,0.1891480015623506,0.2108519984376493,1.0,0.8,0.8,0.8,0.7565920062494027,0.8,0
0.4997078967378638,0.6664232473146917,0.4997078967378638,0.7,0.3333333333,0.8,0.2017526195728172,0.8,0.8,0.2,0
0.3,0.5866471637183652,0.496023403501143,0.5,1.0,0.8,0.0,0.2238595789931417,0.8,0.2,0
0.1,0.1996606935975341,0.1,0.2791856645857561,0.7360477847009486,0.2791856645857561,0.8,0.4,0.4,0.8791856645857562,0
0.1092619835287153,0.4166666667,0.1092619835287153,0.2,1.0,0.8,0.8,0.8,0.8,0.8,0
0.2716569981205783,0.7699047216921988,0.8805716697990362,0.9283430018794216,1.0,0.1522286679196144,0.7522286679196145,0.6566860037588435,0.3522286679196145,0.0477713320803855,0
0.1939283549361418,0.4116069624291062,0.1469641774680709,0.2530358225319291,0.3333333333,0.8,0.8,0.4817850648084255,0.8,0.8,0
0.4549534698342182,0.6208721084681825,0.4900930603315636,0.4450465301657818,1.0,0.0900930603315636,0.9099069396684364,0.2,0.5801861206631274,0.8,0
0.241891403828653,0.2849095032238775,0.0527028653904489,0.3,1.0,0.8,0.894594269219102,0.2,0.4,0.8,0
0.3867559087189235,1.0,0.4622519695729745,0.6132440912810765,0.5408398985847497,0.4,0.4,0.4,0.4,0.324503939145949,0
0.7530256237009316,0.1666666667,0.5409231288972052,0.6,0.6666666667,0.4,0.4,0.6121024948037266,0.4,0.4,0
0.4,0.6206223451067027,0.8210127434710168,0.4447468141322458,1.0,0.2,0.8,0.2,0.8,0.8,0
0.2051423159137478,0.2980945615921849,0.1525711579568739,0.4577134738706218,1.0,0.8,0.5897153681725043,0.2,0.2948576840862521,0.8,0
0.4590867441271041,0.3825722867786446,0.4363469765084166,0.6,0.3333333333,0.8,0.2,0.8,0.8,0.6363469765084167,0
